CDS	LEAname	Countyname	LocalIndicator	Performance
36675870000000	Adelanto Elementary	San Bernardino	Academic-Priority Area 2	Met
36675870000000	Adelanto Elementary	San Bernardino	Parents-Priority Area 3	Met
36675870000000	Adelanto Elementary	San Bernardino	Climate-Priority Area 6	Met
36675950000000	Alta Loma Elementary	San Bernardino	Basic-Priority Area 1	Met
36675950000000	Alta Loma Elementary	San Bernardino	Academic-Priority Area 2	Met
36675950000000	Alta Loma Elementary	San Bernardino	Parents-Priority Area 3	Met
36675950000000	Alta Loma Elementary	San Bernardino	Climate-Priority Area 6	Met
36676110000000	Barstow Unified	San Bernardino	Basic-Priority Area 1	Met
36676110000000	Barstow Unified	San Bernardino	Academic-Priority Area 2	Met
36676110000000	Barstow Unified	San Bernardino	Parents-Priority Area 3	Met
36676110000000	Barstow Unified	San Bernardino	Climate-Priority Area 6	Met
36676370000000	Bear Valley Unified	San Bernardino	Basic-Priority Area 1	Met
36676370000000	Bear Valley Unified	San Bernardino	Academic-Priority Area 2	Met
36676370000000	Bear Valley Unified	San Bernardino	Parents-Priority Area 3	Met
36676370000000	Bear Valley Unified	San Bernardino	Climate-Priority Area 6	Met
36676450000000	Central Elementary	San Bernardino	Basic-Priority Area 1	Met
36676450000000	Central Elementary	San Bernardino	Academic-Priority Area 2	Met
36676450000000	Central Elementary	San Bernardino	Parents-Priority Area 3	Met
36676450000000	Central Elementary	San Bernardino	Climate-Priority Area 6	Met
36676520000000	Chaffey Joint Union High	San Bernardino	Basic-Priority Area 1	Met
36676520000000	Chaffey Joint Union High	San Bernardino	Academic-Priority Area 2	Met
36676520000000	Chaffey Joint Union High	San Bernardino	Parents-Priority Area 3	Met
36676520000000	Chaffey Joint Union High	San Bernardino	Climate-Priority Area 6	Met
36676780000000	Chino Valley Unified	San Bernardino	Basic-Priority Area 1	Met
36676780000000	Chino Valley Unified	San Bernardino	Academic-Priority Area 2	Met
36676780000000	Chino Valley Unified	San Bernardino	Parents-Priority Area 3	Met
36676780000000	Chino Valley Unified	San Bernardino	Climate-Priority Area 6	Met
36676860000000	Colton Joint Unified	San Bernardino	Basic-Priority Area 1	Met
36676860000000	Colton Joint Unified	San Bernardino	Academic-Priority Area 2	Met
36676860000000	Colton Joint Unified	San Bernardino	Parents-Priority Area 3	Met
36676860000000	Colton Joint Unified	San Bernardino	Climate-Priority Area 6	Met
36676940000000	Cucamonga Elementary	San Bernardino	Basic-Priority Area 1	Met
36676940000000	Cucamonga Elementary	San Bernardino	Academic-Priority Area 2	Met
36676940000000	Cucamonga Elementary	San Bernardino	Parents-Priority Area 3	Met
36676940000000	Cucamonga Elementary	San Bernardino	Climate-Priority Area 6	Met
36677020000000	Etiwanda Elementary	San Bernardino	Basic-Priority Area 1	Met
36677020000000	Etiwanda Elementary	San Bernardino	Academic-Priority Area 2	Met
36677020000000	Etiwanda Elementary	San Bernardino	Parents-Priority Area 3	Met
36677020000000	Etiwanda Elementary	San Bernardino	Climate-Priority Area 6	Met
36677100000000	Fontana Unified	San Bernardino	Basic-Priority Area 1	Met
36677100000000	Fontana Unified	San Bernardino	Academic-Priority Area 2	Met
36677100000000	Fontana Unified	San Bernardino	Parents-Priority Area 3	Met
36677100000000	Fontana Unified	San Bernardino	Climate-Priority Area 6	Met
36677360000000	Helendale Elementary	San Bernardino	Basic-Priority Area 1	Met
36677360000000	Helendale Elementary	San Bernardino	Academic-Priority Area 2	Met
36677360000000	Helendale Elementary	San Bernardino	Parents-Priority Area 3	Met
36677360000000	Helendale Elementary	San Bernardino	Climate-Priority Area 6	Met
36677770000000	Morongo Unified	San Bernardino	Basic-Priority Area 1	Met
36677770000000	Morongo Unified	San Bernardino	Academic-Priority Area 2	Met
36677770000000	Morongo Unified	San Bernardino	Parents-Priority Area 3	Met
36677770000000	Morongo Unified	San Bernardino	Climate-Priority Area 6	Met
36677850000000	Mountain View Elementary	San Bernardino	Basic-Priority Area 1	Met
36677850000000	Mountain View Elementary	San Bernardino	Academic-Priority Area 2	Met
36677850000000	Mountain View Elementary	San Bernardino	Parents-Priority Area 3	Met
36677850000000	Mountain View Elementary	San Bernardino	Climate-Priority Area 6	Met
36677930000000	Mt. Baldy Joint Elementary	San Bernardino	Basic-Priority Area 1	Met
36677930000000	Mt. Baldy Joint Elementary	San Bernardino	Academic-Priority Area 2	Met
36677930000000	Mt. Baldy Joint Elementary	San Bernardino	Parents-Priority Area 3	Met
36677930000000	Mt. Baldy Joint Elementary	San Bernardino	Climate-Priority Area 6	Met
36678010000000	Needles Unified	San Bernardino	Basic-Priority Area 1	Met
36678010000000	Needles Unified	San Bernardino	Academic-Priority Area 2	Met
36678010000000	Needles Unified	San Bernardino	Parents-Priority Area 3	Met
36678010000000	Needles Unified	San Bernardino	Climate-Priority Area 6	Met
36678190000000	Ontario-Montclair	San Bernardino	Basic-Priority Area 1	Met
36678190000000	Ontario-Montclair	San Bernardino	Academic-Priority Area 2	Met
36678190000000	Ontario-Montclair	San Bernardino	Parents-Priority Area 3	Met
36678190000000	Ontario-Montclair	San Bernardino	Climate-Priority Area 6	Met
36678270000000	Oro Grande	San Bernardino	Basic-Priority Area 1	Met
36678270000000	Oro Grande	San Bernardino	Academic-Priority Area 2	Met
36678270000000	Oro Grande	San Bernardino	Parents-Priority Area 3	Met
36678270000000	Oro Grande	San Bernardino	Climate-Priority Area 6	Met
36678430000000	Redlands Unified	San Bernardino	Basic-Priority Area 1	Met
36678430000000	Redlands Unified	San Bernardino	Academic-Priority Area 2	Met
36678430000000	Redlands Unified	San Bernardino	Parents-Priority Area 3	Met
36678430000000	Redlands Unified	San Bernardino	Climate-Priority Area 6	Met
36678500000000	Rialto Unified	San Bernardino	Basic-Priority Area 1	Met
36678500000000	Rialto Unified	San Bernardino	Academic-Priority Area 2	Met
36678500000000	Rialto Unified	San Bernardino	Parents-Priority Area 3	Met
36678500000000	Rialto Unified	San Bernardino	Climate-Priority Area 6	Met
36678680000000	Rim of the World Unified	San Bernardino	Basic-Priority Area 1	Met
36678680000000	Rim of the World Unified	San Bernardino	Academic-Priority Area 2	Met
36678680000000	Rim of the World Unified	San Bernardino	Parents-Priority Area 3	Met
36678680000000	Rim of the World Unified	San Bernardino	Climate-Priority Area 6	Met
36678760000000	San Bernardino City Unified	San Bernardino	Basic-Priority Area 1	Met
36678760000000	San Bernardino City Unified	San Bernardino	Academic-Priority Area 2	Met
36678760000000	San Bernardino City Unified	San Bernardino	Parents-Priority Area 3	Met
36678760000000	San Bernardino City Unified	San Bernardino	Climate-Priority Area 6	Met
36678920000000	Trona Joint Unified	San Bernardino	Basic-Priority Area 1	Met
36678920000000	Trona Joint Unified	San Bernardino	Academic-Priority Area 2	Met
36678920000000	Trona Joint Unified	San Bernardino	Parents-Priority Area 3	Met
36678920000000	Trona Joint Unified	San Bernardino	Climate-Priority Area 6	Met
36679180000000	Victor Elementary	San Bernardino	Basic-Priority Area 1	Met
36679180000000	Victor Elementary	San Bernardino	Academic-Priority Area 2	Met
36679180000000	Victor Elementary	San Bernardino	Parents-Priority Area 3	Met
36679180000000	Victor Elementary	San Bernardino	Climate-Priority Area 6	Met
36679340000000	Victor Valley Union High	San Bernardino	Basic-Priority Area 1	Met
36679340000000	Victor Valley Union High	San Bernardino	Academic-Priority Area 2	Met
36679340000000	Victor Valley Union High	San Bernardino	Parents-Priority Area 3	Met
36679340000000	Victor Valley Union High	San Bernardino	Climate-Priority Area 6	Met
36679590000000	Yucaipa-Calimesa Joint Unified	San Bernardino	Basic-Priority Area 1	Met
36679590000000	Yucaipa-Calimesa Joint Unified	San Bernardino	Academic-Priority Area 2	Met
36679590000000	Yucaipa-Calimesa Joint Unified	San Bernardino	Parents-Priority Area 3	Met
36679590000000	Yucaipa-Calimesa Joint Unified	San Bernardino	Climate-Priority Area 6	Met
36738580000000	Baker Valley Unified	San Bernardino	Basic-Priority Area 1	Met
36738580000000	Baker Valley Unified	San Bernardino	Academic-Priority Area 2	Met
36738580000000	Baker Valley Unified	San Bernardino	Parents-Priority Area 3	Met
36738580000000	Baker Valley Unified	San Bernardino	Climate-Priority Area 6	Met
36738900000000	Silver Valley Unified	San Bernardino	Basic-Priority Area 1	Met
36738900000000	Silver Valley Unified	San Bernardino	Academic-Priority Area 2	Met
36738900000000	Silver Valley Unified	San Bernardino	Parents-Priority Area 3	Met
36738900000000	Silver Valley Unified	San Bernardino	Climate-Priority Area 6	Met
36739570000000	Snowline Joint Unified	San Bernardino	Basic-Priority Area 1	Met
36739570000000	Snowline Joint Unified	San Bernardino	Academic-Priority Area 2	Met
36739570000000	Snowline Joint Unified	San Bernardino	Parents-Priority Area 3	Met
36739570000000	Snowline Joint Unified	San Bernardino	Climate-Priority Area 6	Met
36750440000000	Hesperia Unified	San Bernardino	Basic-Priority Area 1	Met
36750440000000	Hesperia Unified	San Bernardino	Academic-Priority Area 2	Met
36750440000000	Hesperia Unified	San Bernardino	Parents-Priority Area 3	Met
36750440000000	Hesperia Unified	San Bernardino	Climate-Priority Area 6	Met
36750510000000	Lucerne Valley Unified	San Bernardino	Basic-Priority Area 1	Met
36750510000000	Lucerne Valley Unified	San Bernardino	Academic-Priority Area 2	Met
36750510000000	Lucerne Valley Unified	San Bernardino	Parents-Priority Area 3	Met
36750510000000	Lucerne Valley Unified	San Bernardino	Climate-Priority Area 6	Met
36750690000000	Upland Unified	San Bernardino	Basic-Priority Area 1	Met
36750690000000	Upland Unified	San Bernardino	Academic-Priority Area 2	Met
36750690000000	Upland Unified	San Bernardino	Parents-Priority Area 3	Met
36750690000000	Upland Unified	San Bernardino	Climate-Priority Area 6	Met
36750770000000	Apple Valley Unified	San Bernardino	Basic-Priority Area 1	Met
36750770000000	Apple Valley Unified	San Bernardino	Academic-Priority Area 2	Met
36750770000000	Apple Valley Unified	San Bernardino	Parents-Priority Area 3	Met
36750770000000	Apple Valley Unified	San Bernardino	Climate-Priority Area 6	Met
37103710000000	San Diego County Office of Education	San Diego	Basic-Priority Area 1	Met
37103710000000	San Diego County Office of Education	San Diego	Academic-Priority Area 2	Met
37103710000000	San Diego County Office of Education	San Diego	Parents-Priority Area 3	Met
37103710000000	San Diego County Office of Education	San Diego	Climate-Priority Area 6	Met
37103710000000	San Diego County Office of Education	San Diego	Expelled-Priority Area 9	Met
37103710000000	San Diego County Office of Education	San Diego	FosterYouth-Priority Area 10	Met
37679670000000	Alpine Union Elementary	San Diego	Basic-Priority Area 1	Met
37679670000000	Alpine Union Elementary	San Diego	Academic-Priority Area 2	Met
37679670000000	Alpine Union Elementary	San Diego	Parents-Priority Area 3	Met
37679670000000	Alpine Union Elementary	San Diego	Climate-Priority Area 6	Met
37679830000000	Borrego Springs Unified	San Diego	Basic-Priority Area 1	Met
37679830000000	Borrego Springs Unified	San Diego	Academic-Priority Area 2	Met
37679830000000	Borrego Springs Unified	San Diego	Parents-Priority Area 3	Met
37679830000000	Borrego Springs Unified	San Diego	Climate-Priority Area 6	Met
37679910000000	Cajon Valley Union	San Diego	Basic-Priority Area 1	Met
37679910000000	Cajon Valley Union	San Diego	Academic-Priority Area 2	Met
37679910000000	Cajon Valley Union	San Diego	Parents-Priority Area 3	Met
37679910000000	Cajon Valley Union	San Diego	Climate-Priority Area 6	Met
37680070000000	Cardiff Elementary	San Diego	Basic-Priority Area 1	Met
37680070000000	Cardiff Elementary	San Diego	Academic-Priority Area 2	Met
37680070000000	Cardiff Elementary	San Diego	Parents-Priority Area 3	Met
37680070000000	Cardiff Elementary	San Diego	Climate-Priority Area 6	Met
37680230000000	Chula Vista Elementary	San Diego	Basic-Priority Area 1	Met
37680230000000	Chula Vista Elementary	San Diego	Academic-Priority Area 2	Met
37680230000000	Chula Vista Elementary	San Diego	Parents-Priority Area 3	Met
37680230000000	Chula Vista Elementary	San Diego	Climate-Priority Area 6	Met
37680310000000	Coronado Unified	San Diego	Basic-Priority Area 1	Met
37680310000000	Coronado Unified	San Diego	Academic-Priority Area 2	Met
37680310000000	Coronado Unified	San Diego	Parents-Priority Area 3	Met
37680310000000	Coronado Unified	San Diego	Climate-Priority Area 6	Met
37680490000000	Dehesa Elementary	San Diego	Basic-Priority Area 1	Met
37680490000000	Dehesa Elementary	San Diego	Academic-Priority Area 2	Met
37680490000000	Dehesa Elementary	San Diego	Parents-Priority Area 3	Met
37680490000000	Dehesa Elementary	San Diego	Climate-Priority Area 6	Met
37680560000000	Del Mar Union Elementary	San Diego	Basic-Priority Area 1	Met
37680560000000	Del Mar Union Elementary	San Diego	Academic-Priority Area 2	Met
37680560000000	Del Mar Union Elementary	San Diego	Parents-Priority Area 3	Met
37680560000000	Del Mar Union Elementary	San Diego	Climate-Priority Area 6	Met
37680800000000	Encinitas Union Elementary	San Diego	Basic-Priority Area 1	Met
37680800000000	Encinitas Union Elementary	San Diego	Academic-Priority Area 2	Met
37680800000000	Encinitas Union Elementary	San Diego	Parents-Priority Area 3	Met
37680800000000	Encinitas Union Elementary	San Diego	Climate-Priority Area 6	Met
37680980000000	Escondido Union	San Diego	Basic-Priority Area 1	Met
37680980000000	Escondido Union	San Diego	Academic-Priority Area 2	Met
37680980000000	Escondido Union	San Diego	Parents-Priority Area 3	Met
37680980000000	Escondido Union	San Diego	Climate-Priority Area 6	Met
37681060000000	Escondido Union High	San Diego	Basic-Priority Area 1	Met
37681060000000	Escondido Union High	San Diego	Academic-Priority Area 2	Met
37681060000000	Escondido Union High	San Diego	Parents-Priority Area 3	Met
37681060000000	Escondido Union High	San Diego	Climate-Priority Area 6	Met
37681140000000	Fallbrook Union Elementary	San Diego	Basic-Priority Area 1	Met
37681140000000	Fallbrook Union Elementary	San Diego	Academic-Priority Area 2	Met
37681140000000	Fallbrook Union Elementary	San Diego	Parents-Priority Area 3	Met
37681140000000	Fallbrook Union Elementary	San Diego	Climate-Priority Area 6	Met
37681220000000	Fallbrook Union High	San Diego	Basic-Priority Area 1	Met
37681220000000	Fallbrook Union High	San Diego	Academic-Priority Area 2	Met
37681220000000	Fallbrook Union High	San Diego	Parents-Priority Area 3	Met
37681220000000	Fallbrook Union High	San Diego	Climate-Priority Area 6	Met
37681300000000	Grossmont Union High	San Diego	Basic-Priority Area 1	Met
37681300000000	Grossmont Union High	San Diego	Academic-Priority Area 2	Met
37681300000000	Grossmont Union High	San Diego	Parents-Priority Area 3	Met
37681300000000	Grossmont Union High	San Diego	Climate-Priority Area 6	Met
37681550000000	Jamul-Dulzura Union Elementary	San Diego	Basic-Priority Area 1	Met
37681550000000	Jamul-Dulzura Union Elementary	San Diego	Academic-Priority Area 2	Met
37681550000000	Jamul-Dulzura Union Elementary	San Diego	Parents-Priority Area 3	Met
37681550000000	Jamul-Dulzura Union Elementary	San Diego	Climate-Priority Area 6	Met
37681630000000	Julian Union Elementary	San Diego	Basic-Priority Area 1	Met
37681630000000	Julian Union Elementary	San Diego	Academic-Priority Area 2	Met
37681630000000	Julian Union Elementary	San Diego	Parents-Priority Area 3	Met
37681630000000	Julian Union Elementary	San Diego	Climate-Priority Area 6	Met
37681710000000	Julian Union High	San Diego	Basic-Priority Area 1	Met
37681710000000	Julian Union High	San Diego	Academic-Priority Area 2	Met
37681710000000	Julian Union High	San Diego	Parents-Priority Area 3	Met
37681710000000	Julian Union High	San Diego	Climate-Priority Area 6	Met
37681890000000	Lakeside Union Elementary	San Diego	Basic-Priority Area 1	Met
37681890000000	Lakeside Union Elementary	San Diego	Academic-Priority Area 2	Met
37681890000000	Lakeside Union Elementary	San Diego	Parents-Priority Area 3	Met
37681890000000	Lakeside Union Elementary	San Diego	Climate-Priority Area 6	Met
37681970000000	La Mesa-Spring Valley	San Diego	Basic-Priority Area 1	Met
37681970000000	La Mesa-Spring Valley	San Diego	Academic-Priority Area 2	Met
37681970000000	La Mesa-Spring Valley	San Diego	Parents-Priority Area 3	Met
37681970000000	La Mesa-Spring Valley	San Diego	Climate-Priority Area 6	Met
37682050000000	Lemon Grove	San Diego	Basic-Priority Area 1	Met
37682050000000	Lemon Grove	San Diego	Academic-Priority Area 2	Met
37682050000000	Lemon Grove	San Diego	Parents-Priority Area 3	Met
37682050000000	Lemon Grove	San Diego	Climate-Priority Area 6	Met
37682130000000	Mountain Empire Unified	San Diego	Basic-Priority Area 1	Met
37682130000000	Mountain Empire Unified	San Diego	Academic-Priority Area 2	Met
37682130000000	Mountain Empire Unified	San Diego	Parents-Priority Area 3	Met
37682130000000	Mountain Empire Unified	San Diego	Climate-Priority Area 6	Met
37682210000000	National Elementary	San Diego	Basic-Priority Area 1	Met
37682210000000	National Elementary	San Diego	Academic-Priority Area 2	Met
37682210000000	National Elementary	San Diego	Parents-Priority Area 3	Met
37682210000000	National Elementary	San Diego	Climate-Priority Area 6	Met
37682960000000	Poway Unified	San Diego	Basic-Priority Area 1	Met
37682960000000	Poway Unified	San Diego	Academic-Priority Area 2	Met
37682960000000	Poway Unified	San Diego	Parents-Priority Area 3	Met
37682960000000	Poway Unified	San Diego	Climate-Priority Area 6	Met
37683040000000	Ramona City Unified	San Diego	Basic-Priority Area 1	Met
37683040000000	Ramona City Unified	San Diego	Academic-Priority Area 2	Met
37683040000000	Ramona City Unified	San Diego	Parents-Priority Area 3	Met
37683040000000	Ramona City Unified	San Diego	Climate-Priority Area 6	Met
37683120000000	Rancho Santa Fe Elementary	San Diego	Basic-Priority Area 1	Met
37683120000000	Rancho Santa Fe Elementary	San Diego	Academic-Priority Area 2	Met
37683120000000	Rancho Santa Fe Elementary	San Diego	Parents-Priority Area 3	Met
37683120000000	Rancho Santa Fe Elementary	San Diego	Climate-Priority Area 6	Met
37683380000000	San Diego Unified	San Diego	Basic-Priority Area 1	Met
37683380000000	San Diego Unified	San Diego	Academic-Priority Area 2	Met
37683380000000	San Diego Unified	San Diego	Parents-Priority Area 3	Met
37683380000000	San Diego Unified	San Diego	Climate-Priority Area 6	Met
37683460000000	San Dieguito Union High	San Diego	Basic-Priority Area 1	Met
37683460000000	San Dieguito Union High	San Diego	Academic-Priority Area 2	Met
37683460000000	San Dieguito Union High	San Diego	Parents-Priority Area 3	Met
37683460000000	San Dieguito Union High	San Diego	Climate-Priority Area 6	Met
37683530000000	San Pasqual Union Elementary	San Diego	Basic-Priority Area 1	Met
37683530000000	San Pasqual Union Elementary	San Diego	Academic-Priority Area 2	Met
37683530000000	San Pasqual Union Elementary	San Diego	Parents-Priority Area 3	Met
37683530000000	San Pasqual Union Elementary	San Diego	Climate-Priority Area 6	Met
37683610000000	Santee	San Diego	Basic-Priority Area 1	Met
37683610000000	Santee	San Diego	Academic-Priority Area 2	Met
37683610000000	Santee	San Diego	Parents-Priority Area 3	Met
37683610000000	Santee	San Diego	Climate-Priority Area 6	Met
37683790000000	San Ysidro Elementary	San Diego	Basic-Priority Area 1	Met
37683790000000	San Ysidro Elementary	San Diego	Academic-Priority Area 2	Not Met
37683790000000	San Ysidro Elementary	San Diego	Parents-Priority Area 3	Not Met
37683790000000	San Ysidro Elementary	San Diego	Climate-Priority Area 6	Not Met
37683870000000	Solana Beach Elementary	San Diego	Basic-Priority Area 1	Met
37683870000000	Solana Beach Elementary	San Diego	Academic-Priority Area 2	Met
37683870000000	Solana Beach Elementary	San Diego	Parents-Priority Area 3	Met
37683870000000	Solana Beach Elementary	San Diego	Climate-Priority Area 6	Met
37683950000000	South Bay Union	San Diego	Basic-Priority Area 1	Met
37683950000000	South Bay Union	San Diego	Academic-Priority Area 2	Met
37683950000000	South Bay Union	San Diego	Parents-Priority Area 3	Met
37683950000000	South Bay Union	San Diego	Climate-Priority Area 6	Met
37684030000000	Spencer Valley Elementary	San Diego	Basic-Priority Area 1	Met
37684030000000	Spencer Valley Elementary	San Diego	Academic-Priority Area 2	Met
37684030000000	Spencer Valley Elementary	San Diego	Parents-Priority Area 3	Met
37684030000000	Spencer Valley Elementary	San Diego	Climate-Priority Area 6	Met
37684110000000	Sweetwater Union High	San Diego	Basic-Priority Area 1	Met
37684110000000	Sweetwater Union High	San Diego	Academic-Priority Area 2	Met
37684110000000	Sweetwater Union High	San Diego	Parents-Priority Area 3	Met
37684110000000	Sweetwater Union High	San Diego	Climate-Priority Area 6	Met
37684370000000	Vallecitos Elementary	San Diego	Basic-Priority Area 1	Met
37684370000000	Vallecitos Elementary	San Diego	Academic-Priority Area 2	Met
37684370000000	Vallecitos Elementary	San Diego	Parents-Priority Area 3	Met
37684370000000	Vallecitos Elementary	San Diego	Climate-Priority Area 6	Met
37684520000000	Vista Unified	San Diego	Basic-Priority Area 1	Met
37684520000000	Vista Unified	San Diego	Academic-Priority Area 2	Met
37684520000000	Vista Unified	San Diego	Parents-Priority Area 3	Met
37684520000000	Vista Unified	San Diego	Climate-Priority Area 6	Met
37735510000000	Carlsbad Unified	San Diego	Basic-Priority Area 1	Met
37735510000000	Carlsbad Unified	San Diego	Academic-Priority Area 2	Met
37735510000000	Carlsbad Unified	San Diego	Parents-Priority Area 3	Met
37735510000000	Carlsbad Unified	San Diego	Climate-Priority Area 6	Met
37735690000000	Oceanside Unified	San Diego	Basic-Priority Area 1	Met
37735690000000	Oceanside Unified	San Diego	Academic-Priority Area 2	Met
37735690000000	Oceanside Unified	San Diego	Parents-Priority Area 3	Met
37735690000000	Oceanside Unified	San Diego	Climate-Priority Area 6	Met
37737910000000	San Marcos Unified	San Diego	Basic-Priority Area 1	Met
37737910000000	San Marcos Unified	San Diego	Academic-Priority Area 2	Met
37737910000000	San Marcos Unified	San Diego	Parents-Priority Area 3	Met
37737910000000	San Marcos Unified	San Diego	Climate-Priority Area 6	Met
37754160000000	Warner Unified	San Diego	Basic-Priority Area 1	Met
37754160000000	Warner Unified	San Diego	Academic-Priority Area 2	Met
37754160000000	Warner Unified	San Diego	Parents-Priority Area 3	Met
37754160000000	Warner Unified	San Diego	Climate-Priority Area 6	Met
37756140000000	Valley Center-Pauma Unified	San Diego	Basic-Priority Area 1	Met
37756140000000	Valley Center-Pauma Unified	San Diego	Academic-Priority Area 2	Met
37756140000000	Valley Center-Pauma Unified	San Diego	Parents-Priority Area 3	Met
37756140000000	Valley Center-Pauma Unified	San Diego	Climate-Priority Area 6	Met
37768510000000	Bonsall Unified	San Diego	Basic-Priority Area 1	Met
37768510000000	Bonsall Unified	San Diego	Academic-Priority Area 2	Met
37768510000000	Bonsall Unified	San Diego	Parents-Priority Area 3	Met
37768510000000	Bonsall Unified	San Diego	Climate-Priority Area 6	Met
38103890000000	San Francisco County Office of Education	San Francisco	Basic-Priority Area 1	Met
38103890000000	San Francisco County Office of Education	San Francisco	Academic-Priority Area 2	Met
38103890000000	San Francisco County Office of Education	San Francisco	Parents-Priority Area 3	Met
38103890000000	San Francisco County Office of Education	San Francisco	Climate-Priority Area 6	Met
38103890000000	San Francisco County Office of Education	San Francisco	Expelled-Priority Area 9	Met
38103890000000	San Francisco County Office of Education	San Francisco	FosterYouth-Priority Area 10	Met
38684780000000	San Francisco Unified	San Francisco	Basic-Priority Area 1	Met
38684780000000	San Francisco Unified	San Francisco	Academic-Priority Area 2	Met
38684780000000	San Francisco Unified	San Francisco	Parents-Priority Area 3	Met
38684780000000	San Francisco Unified	San Francisco	Climate-Priority Area 6	Met
39103970000000	San Joaquin County Office of Education	San Joaquin	Basic-Priority Area 1	Met
39103970000000	San Joaquin County Office of Education	San Joaquin	Academic-Priority Area 2	Met
39103970000000	San Joaquin County Office of Education	San Joaquin	Parents-Priority Area 3	Met
39103970000000	San Joaquin County Office of Education	San Joaquin	Climate-Priority Area 6	Met
39103970000000	San Joaquin County Office of Education	San Joaquin	Expelled-Priority Area 9	Met
39103970000000	San Joaquin County Office of Education	San Joaquin	FosterYouth-Priority Area 10	Met
39684860000000	Banta Elementary	San Joaquin	Basic-Priority Area 1	Met
39684860000000	Banta Elementary	San Joaquin	Academic-Priority Area 2	Met
39684860000000	Banta Elementary	San Joaquin	Parents-Priority Area 3	Met
39684860000000	Banta Elementary	San Joaquin	Climate-Priority Area 6	Met
39685020000000	Escalon Unified	San Joaquin	Basic-Priority Area 1	Met
39685020000000	Escalon Unified	San Joaquin	Academic-Priority Area 2	Met
39685020000000	Escalon Unified	San Joaquin	Parents-Priority Area 3	Met
39685020000000	Escalon Unified	San Joaquin	Climate-Priority Area 6	Met
39685440000000	Jefferson Elementary	San Joaquin	Basic-Priority Area 1	Met
39685440000000	Jefferson Elementary	San Joaquin	Academic-Priority Area 2	Met
39685440000000	Jefferson Elementary	San Joaquin	Parents-Priority Area 3	Met
39685440000000	Jefferson Elementary	San Joaquin	Climate-Priority Area 6	Met
39685690000000	Lincoln Unified	San Joaquin	Basic-Priority Area 1	Met
39685690000000	Lincoln Unified	San Joaquin	Academic-Priority Area 2	Met
39685690000000	Lincoln Unified	San Joaquin	Parents-Priority Area 3	Met
39685690000000	Lincoln Unified	San Joaquin	Climate-Priority Area 6	Met
39685770000000	Linden Unified	San Joaquin	Basic-Priority Area 1	Met
39685770000000	Linden Unified	San Joaquin	Academic-Priority Area 2	Met
39685770000000	Linden Unified	San Joaquin	Parents-Priority Area 3	Met
39685770000000	Linden Unified	San Joaquin	Climate-Priority Area 6	Met
39685850000000	Lodi Unified	San Joaquin	Basic-Priority Area 1	Met
39685850000000	Lodi Unified	San Joaquin	Academic-Priority Area 2	Met
39685850000000	Lodi Unified	San Joaquin	Parents-Priority Area 3	Met
39685850000000	Lodi Unified	San Joaquin	Climate-Priority Area 6	Met
39685930000000	Manteca Unified	San Joaquin	Basic-Priority Area 1	Met
39685930000000	Manteca Unified	San Joaquin	Academic-Priority Area 2	Met
39685930000000	Manteca Unified	San Joaquin	Parents-Priority Area 3	Met
39685930000000	Manteca Unified	San Joaquin	Climate-Priority Area 6	Met
39686190000000	New Hope Elementary	San Joaquin	Basic-Priority Area 1	Met
39686190000000	New Hope Elementary	San Joaquin	Academic-Priority Area 2	Met
39686190000000	New Hope Elementary	San Joaquin	Parents-Priority Area 3	Met
39686190000000	New Hope Elementary	San Joaquin	Climate-Priority Area 6	Met
39686270000000	New Jerusalem Elementary	San Joaquin	Basic-Priority Area 1	Met
39686270000000	New Jerusalem Elementary	San Joaquin	Academic-Priority Area 2	Met
39686270000000	New Jerusalem Elementary	San Joaquin	Parents-Priority Area 3	Met
39686270000000	New Jerusalem Elementary	San Joaquin	Climate-Priority Area 6	Met
39686350000000	Oak View Union Elementary	San Joaquin	Basic-Priority Area 1	Met
39686350000000	Oak View Union Elementary	San Joaquin	Academic-Priority Area 2	Met
39686350000000	Oak View Union Elementary	San Joaquin	Parents-Priority Area 3	Met
39686350000000	Oak View Union Elementary	San Joaquin	Climate-Priority Area 6	Met
39686500000000	Ripon Unified	San Joaquin	Basic-Priority Area 1	Met
39686500000000	Ripon Unified	San Joaquin	Academic-Priority Area 2	Met
39686500000000	Ripon Unified	San Joaquin	Parents-Priority Area 3	Met
39686500000000	Ripon Unified	San Joaquin	Climate-Priority Area 6	Met
39686760000000	Stockton Unified	San Joaquin	Basic-Priority Area 1	Met
39686760000000	Stockton Unified	San Joaquin	Academic-Priority Area 2	Met
39686760000000	Stockton Unified	San Joaquin	Parents-Priority Area 3	Met
39686760000000	Stockton Unified	San Joaquin	Climate-Priority Area 6	Met
39754990000000	Tracy Joint Unified	San Joaquin	Basic-Priority Area 1	Met
39754990000000	Tracy Joint Unified	San Joaquin	Academic-Priority Area 2	Met
39754990000000	Tracy Joint Unified	San Joaquin	Parents-Priority Area 3	Met
39754990000000	Tracy Joint Unified	San Joaquin	Climate-Priority Area 6	Met
39767600000000	Lammersville Joint Unified	San Joaquin	Basic-Priority Area 1	Met
39767600000000	Lammersville Joint Unified	San Joaquin	Academic-Priority Area 2	Met
39767600000000	Lammersville Joint Unified	San Joaquin	Parents-Priority Area 3	Met
39767600000000	Lammersville Joint Unified	San Joaquin	Climate-Priority Area 6	Met
