CDS	LEAname	Countyname	LocalIndicator	Performance
49706490000000	Cinnabar Elementary	Sonoma	Climate-Priority Area 6	Met
49706560000000	Cloverdale Unified	Sonoma	Basic-Priority Area 1	Met
49706560000000	Cloverdale Unified	Sonoma	Academic-Priority Area 2	Met
49706560000000	Cloverdale Unified	Sonoma	Parents-Priority Area 3	Met
49706560000000	Cloverdale Unified	Sonoma	Climate-Priority Area 6	Met
49706720000000	Dunham Elementary	Sonoma	Basic-Priority Area 1	Met
49706720000000	Dunham Elementary	Sonoma	Academic-Priority Area 2	Met
49706720000000	Dunham Elementary	Sonoma	Parents-Priority Area 3	Met
49706720000000	Dunham Elementary	Sonoma	Climate-Priority Area 6	Met
49706800000000	Forestville Union Elementary	Sonoma	Basic-Priority Area 1	Met
49706800000000	Forestville Union Elementary	Sonoma	Academic-Priority Area 2	Met
49706800000000	Forestville Union Elementary	Sonoma	Parents-Priority Area 3	Met
49706800000000	Forestville Union Elementary	Sonoma	Climate-Priority Area 6	Met
49706980000000	Fort Ross Elementary	Sonoma	Basic-Priority Area 1	Met
49706980000000	Fort Ross Elementary	Sonoma	Academic-Priority Area 2	Met
49706980000000	Fort Ross Elementary	Sonoma	Parents-Priority Area 3	Met
49706980000000	Fort Ross Elementary	Sonoma	Climate-Priority Area 6	Met
49707060000000	Geyserville Unified	Sonoma	Basic-Priority Area 1	Met
49707060000000	Geyserville Unified	Sonoma	Academic-Priority Area 2	Met
49707060000000	Geyserville Unified	Sonoma	Parents-Priority Area 3	Met
49707060000000	Geyserville Unified	Sonoma	Climate-Priority Area 6	Met
49707140000000	Gravenstein Union Elementary	Sonoma	Basic-Priority Area 1	Met
49707140000000	Gravenstein Union Elementary	Sonoma	Academic-Priority Area 2	Met
49707140000000	Gravenstein Union Elementary	Sonoma	Parents-Priority Area 3	Met
49707140000000	Gravenstein Union Elementary	Sonoma	Climate-Priority Area 6	Met
49707220000000	Guerneville Elementary	Sonoma	Basic-Priority Area 1	Met
49707220000000	Guerneville Elementary	Sonoma	Academic-Priority Area 2	Met
49707220000000	Guerneville Elementary	Sonoma	Parents-Priority Area 3	Met
49707220000000	Guerneville Elementary	Sonoma	Climate-Priority Area 6	Met
49707300000000	Harmony Union Elementary	Sonoma	Basic-Priority Area 1	Met
49707300000000	Harmony Union Elementary	Sonoma	Academic-Priority Area 2	Met
49707300000000	Harmony Union Elementary	Sonoma	Parents-Priority Area 3	Met
49707300000000	Harmony Union Elementary	Sonoma	Climate-Priority Area 6	Met
49707630000000	Horicon Elementary	Sonoma	Basic-Priority Area 1	Met
49707630000000	Horicon Elementary	Sonoma	Academic-Priority Area 2	Not Met
49707630000000	Horicon Elementary	Sonoma	Parents-Priority Area 3	Not Met
49707630000000	Horicon Elementary	Sonoma	Climate-Priority Area 6	Not Met
49707890000000	Kenwood	Sonoma	Basic-Priority Area 1	Met
49707890000000	Kenwood	Sonoma	Academic-Priority Area 2	Met
49707890000000	Kenwood	Sonoma	Parents-Priority Area 3	Met
49707890000000	Kenwood	Sonoma	Climate-Priority Area 6	Met
49707970000000	Liberty Elementary	Sonoma	Basic-Priority Area 1	Met
49707970000000	Liberty Elementary	Sonoma	Academic-Priority Area 2	Met
49707970000000	Liberty Elementary	Sonoma	Parents-Priority Area 3	Met
49707970000000	Liberty Elementary	Sonoma	Climate-Priority Area 6	Met
49708050000000	Mark West Union Elementary	Sonoma	Basic-Priority Area 1	Met
49708050000000	Mark West Union Elementary	Sonoma	Academic-Priority Area 2	Met
49708050000000	Mark West Union Elementary	Sonoma	Parents-Priority Area 3	Met
49708050000000	Mark West Union Elementary	Sonoma	Climate-Priority Area 6	Met
49708130000000	Monte Rio Union Elementary	Sonoma	Basic-Priority Area 1	Met
49708130000000	Monte Rio Union Elementary	Sonoma	Academic-Priority Area 2	Met
49708130000000	Monte Rio Union Elementary	Sonoma	Parents-Priority Area 3	Met
49708130000000	Monte Rio Union Elementary	Sonoma	Climate-Priority Area 6	Met
49708210000000	Montgomery Elementary	Sonoma	Basic-Priority Area 1	Met
49708210000000	Montgomery Elementary	Sonoma	Academic-Priority Area 2	Met
49708210000000	Montgomery Elementary	Sonoma	Parents-Priority Area 3	Met
49708210000000	Montgomery Elementary	Sonoma	Climate-Priority Area 6	Met
49708390000000	Oak Grove Union Elementary	Sonoma	Basic-Priority Area 1	Met
49708390000000	Oak Grove Union Elementary	Sonoma	Academic-Priority Area 2	Met
49708390000000	Oak Grove Union Elementary	Sonoma	Parents-Priority Area 3	Met
49708390000000	Oak Grove Union Elementary	Sonoma	Climate-Priority Area 6	Met
49708470000000	Old Adobe Union	Sonoma	Basic-Priority Area 1	Met
49708470000000	Old Adobe Union	Sonoma	Academic-Priority Area 2	Met
49708470000000	Old Adobe Union	Sonoma	Parents-Priority Area 3	Met
49708470000000	Old Adobe Union	Sonoma	Climate-Priority Area 6	Met
49708700000000	Piner-Olivet Union Elementary	Sonoma	Basic-Priority Area 1	Met
49708700000000	Piner-Olivet Union Elementary	Sonoma	Academic-Priority Area 2	Met
49708700000000	Piner-Olivet Union Elementary	Sonoma	Parents-Priority Area 3	Met
49708700000000	Piner-Olivet Union Elementary	Sonoma	Climate-Priority Area 6	Met
49708880000000	Kashia Elementary	Sonoma	Basic-Priority Area 1	Not Met
49708880000000	Kashia Elementary	Sonoma	Academic-Priority Area 2	Not Met
49708880000000	Kashia Elementary	Sonoma	Parents-Priority Area 3	Not Met
49708880000000	Kashia Elementary	Sonoma	Climate-Priority Area 6	Not Met
49708960000000	Rincon Valley Union Elementary	Sonoma	Basic-Priority Area 1	Met
49708960000000	Rincon Valley Union Elementary	Sonoma	Academic-Priority Area 2	Met
49708960000000	Rincon Valley Union Elementary	Sonoma	Parents-Priority Area 3	Met
49708960000000	Rincon Valley Union Elementary	Sonoma	Climate-Priority Area 6	Met
49709040000000	Roseland	Sonoma	Basic-Priority Area 1	Met
49709040000000	Roseland	Sonoma	Academic-Priority Area 2	Met
49709040000000	Roseland	Sonoma	Parents-Priority Area 3	Met
49709040000000	Roseland	Sonoma	Climate-Priority Area 6	Met
49709380000000	Sebastopol Union Elementary	Sonoma	Basic-Priority Area 1	Met
49709380000000	Sebastopol Union Elementary	Sonoma	Academic-Priority Area 2	Met
49709380000000	Sebastopol Union Elementary	Sonoma	Parents-Priority Area 3	Met
49709380000000	Sebastopol Union Elementary	Sonoma	Climate-Priority Area 6	Met
49709530000000	Sonoma Valley Unified	Sonoma	Basic-Priority Area 1	Met
49709530000000	Sonoma Valley Unified	Sonoma	Academic-Priority Area 2	Met
49709530000000	Sonoma Valley Unified	Sonoma	Parents-Priority Area 3	Met
49709530000000	Sonoma Valley Unified	Sonoma	Climate-Priority Area 6	Met
49709610000000	Twin Hills Union Elementary	Sonoma	Basic-Priority Area 1	Met
49709610000000	Twin Hills Union Elementary	Sonoma	Academic-Priority Area 2	Met
49709610000000	Twin Hills Union Elementary	Sonoma	Parents-Priority Area 3	Met
49709610000000	Twin Hills Union Elementary	Sonoma	Climate-Priority Area 6	Met
49709790000000	Two Rock Union	Sonoma	Basic-Priority Area 1	Met
49709790000000	Two Rock Union	Sonoma	Academic-Priority Area 2	Met
49709790000000	Two Rock Union	Sonoma	Parents-Priority Area 3	Met
49709790000000	Two Rock Union	Sonoma	Climate-Priority Area 6	Met
49709950000000	Waugh Elementary	Sonoma	Basic-Priority Area 1	Met
49709950000000	Waugh Elementary	Sonoma	Academic-Priority Area 2	Met
49709950000000	Waugh Elementary	Sonoma	Parents-Priority Area 3	Met
49709950000000	Waugh Elementary	Sonoma	Climate-Priority Area 6	Met
49710010000000	West Side Union Elementary	Sonoma	Basic-Priority Area 1	Met
49710010000000	West Side Union Elementary	Sonoma	Academic-Priority Area 2	Met
49710010000000	West Side Union Elementary	Sonoma	Parents-Priority Area 3	Met
49710010000000	West Side Union Elementary	Sonoma	Climate-Priority Area 6	Met
49710190000000	Wilmar Union Elementary	Sonoma	Basic-Priority Area 1	Met
49710190000000	Wilmar Union Elementary	Sonoma	Academic-Priority Area 2	Met
49710190000000	Wilmar Union Elementary	Sonoma	Parents-Priority Area 3	Met
49710190000000	Wilmar Union Elementary	Sonoma	Climate-Priority Area 6	Met
49710350000000	Wright Elementary	Sonoma	Basic-Priority Area 1	Met
49710350000000	Wright Elementary	Sonoma	Academic-Priority Area 2	Met
49710350000000	Wright Elementary	Sonoma	Parents-Priority Area 3	Met
49710350000000	Wright Elementary	Sonoma	Climate-Priority Area 6	Met
49738820000000	Cotati-Rohnert Park Unified	Sonoma	Basic-Priority Area 1	Met
49738820000000	Cotati-Rohnert Park Unified	Sonoma	Academic-Priority Area 2	Met
49738820000000	Cotati-Rohnert Park Unified	Sonoma	Parents-Priority Area 3	Met
49738820000000	Cotati-Rohnert Park Unified	Sonoma	Climate-Priority Area 6	Met
49753580000000	Windsor Unified	Sonoma	Basic-Priority Area 1	Not Met
49753580000000	Windsor Unified	Sonoma	Academic-Priority Area 2	Met
49753580000000	Windsor Unified	Sonoma	Parents-Priority Area 3	Met
49753580000000	Windsor Unified	Sonoma	Climate-Priority Area 6	Met
49753900000000	Healdsburg Unified	Sonoma	Basic-Priority Area 1	Met
49753900000000	Healdsburg Unified	Sonoma	Academic-Priority Area 2	Met
49753900000000	Healdsburg Unified	Sonoma	Parents-Priority Area 3	Met
49753900000000	Healdsburg Unified	Sonoma	Climate-Priority Area 6	Met
50105040000000	Stanislaus County Office of Education	Stanislaus	Basic-Priority Area 1	Met
50105040000000	Stanislaus County Office of Education	Stanislaus	Academic-Priority Area 2	Met
50105040000000	Stanislaus County Office of Education	Stanislaus	Parents-Priority Area 3	Met
50105040000000	Stanislaus County Office of Education	Stanislaus	Climate-Priority Area 6	Met
50105040000000	Stanislaus County Office of Education	Stanislaus	Expelled-Priority Area 9	Met
50105040000000	Stanislaus County Office of Education	Stanislaus	FosterYouth-Priority Area 10	Met
50710430000000	Ceres Unified	Stanislaus	Basic-Priority Area 1	Met
50710430000000	Ceres Unified	Stanislaus	Academic-Priority Area 2	Met
50710430000000	Ceres Unified	Stanislaus	Parents-Priority Area 3	Met
50710430000000	Ceres Unified	Stanislaus	Climate-Priority Area 6	Met
50710500000000	Chatom Union	Stanislaus	Basic-Priority Area 1	Met
50710500000000	Chatom Union	Stanislaus	Academic-Priority Area 2	Met
50710500000000	Chatom Union	Stanislaus	Parents-Priority Area 3	Met
50710500000000	Chatom Union	Stanislaus	Climate-Priority Area 6	Met
50710680000000	Denair Unified	Stanislaus	Basic-Priority Area 1	Not Met
50710680000000	Denair Unified	Stanislaus	Academic-Priority Area 2	Not Met
50710680000000	Denair Unified	Stanislaus	Parents-Priority Area 3	Not Met
50710680000000	Denair Unified	Stanislaus	Climate-Priority Area 6	Not Met
50710760000000	Empire Union Elementary	Stanislaus	Basic-Priority Area 1	Met
50710760000000	Empire Union Elementary	Stanislaus	Academic-Priority Area 2	Met
50710760000000	Empire Union Elementary	Stanislaus	Parents-Priority Area 3	Met
50710760000000	Empire Union Elementary	Stanislaus	Climate-Priority Area 6	Met
50710840000000	Gratton Elementary	Stanislaus	Basic-Priority Area 1	Met
50710840000000	Gratton Elementary	Stanislaus	Academic-Priority Area 2	Met
50710840000000	Gratton Elementary	Stanislaus	Parents-Priority Area 3	Met
50710840000000	Gratton Elementary	Stanislaus	Climate-Priority Area 6	Met
50710920000000	Hart-Ransom Union Elementary	Stanislaus	Basic-Priority Area 1	Met
50710920000000	Hart-Ransom Union Elementary	Stanislaus	Academic-Priority Area 2	Met
50710920000000	Hart-Ransom Union Elementary	Stanislaus	Parents-Priority Area 3	Met
50710920000000	Hart-Ransom Union Elementary	Stanislaus	Climate-Priority Area 6	Met
50711340000000	Keyes Union	Stanislaus	Basic-Priority Area 1	Met
50711340000000	Keyes Union	Stanislaus	Academic-Priority Area 2	Met
50711340000000	Keyes Union	Stanislaus	Parents-Priority Area 3	Met
50711340000000	Keyes Union	Stanislaus	Climate-Priority Area 6	Met
50711420000000	Knights Ferry Elementary	Stanislaus	Basic-Priority Area 1	Met
50711420000000	Knights Ferry Elementary	Stanislaus	Academic-Priority Area 2	Met
50711420000000	Knights Ferry Elementary	Stanislaus	Parents-Priority Area 3	Met
50711420000000	Knights Ferry Elementary	Stanislaus	Climate-Priority Area 6	Met
50711670000000	Modesto City Elementary	Stanislaus	Basic-Priority Area 1	Met
50711670000000	Modesto City Elementary	Stanislaus	Academic-Priority Area 2	Met
50711670000000	Modesto City Elementary	Stanislaus	Parents-Priority Area 3	Met
50711670000000	Modesto City Elementary	Stanislaus	Climate-Priority Area 6	Met
50711750000000	Modesto City High	Stanislaus	Basic-Priority Area 1	Met
50711750000000	Modesto City High	Stanislaus	Academic-Priority Area 2	Met
50711750000000	Modesto City High	Stanislaus	Parents-Priority Area 3	Met
50711750000000	Modesto City High	Stanislaus	Climate-Priority Area 6	Met
50712090000000	Paradise Elementary	Stanislaus	Basic-Priority Area 1	Met
50712090000000	Paradise Elementary	Stanislaus	Academic-Priority Area 2	Met
50712090000000	Paradise Elementary	Stanislaus	Parents-Priority Area 3	Met
50712090000000	Paradise Elementary	Stanislaus	Climate-Priority Area 6	Met
50712170000000	Patterson Joint Unified	Stanislaus	Basic-Priority Area 1	Met
50712170000000	Patterson Joint Unified	Stanislaus	Academic-Priority Area 2	Met
50712170000000	Patterson Joint Unified	Stanislaus	Parents-Priority Area 3	Met
50712170000000	Patterson Joint Unified	Stanislaus	Climate-Priority Area 6	Met
50712330000000	Roberts Ferry Union Elementary	Stanislaus	Basic-Priority Area 1	Met
50712330000000	Roberts Ferry Union Elementary	Stanislaus	Academic-Priority Area 2	Met
50712330000000	Roberts Ferry Union Elementary	Stanislaus	Parents-Priority Area 3	Met
50712330000000	Roberts Ferry Union Elementary	Stanislaus	Climate-Priority Area 6	Met
50712660000000	Salida Union Elementary	Stanislaus	Basic-Priority Area 1	Met
50712660000000	Salida Union Elementary	Stanislaus	Academic-Priority Area 2	Met
50712660000000	Salida Union Elementary	Stanislaus	Parents-Priority Area 3	Met
50712660000000	Salida Union Elementary	Stanislaus	Climate-Priority Area 6	Met
50712740000000	Shiloh Elementary	Stanislaus	Basic-Priority Area 1	Met
50712740000000	Shiloh Elementary	Stanislaus	Academic-Priority Area 2	Met
50712740000000	Shiloh Elementary	Stanislaus	Parents-Priority Area 3	Met
50712740000000	Shiloh Elementary	Stanislaus	Climate-Priority Area 6	Met
50712820000000	Stanislaus Union Elementary	Stanislaus	Basic-Priority Area 1	Met
50712820000000	Stanislaus Union Elementary	Stanislaus	Academic-Priority Area 2	Met
50712820000000	Stanislaus Union Elementary	Stanislaus	Parents-Priority Area 3	Met
50712820000000	Stanislaus Union Elementary	Stanislaus	Climate-Priority Area 6	Met
50712900000000	Sylvan Union Elementary	Stanislaus	Basic-Priority Area 1	Met
50712900000000	Sylvan Union Elementary	Stanislaus	Academic-Priority Area 2	Met
50712900000000	Sylvan Union Elementary	Stanislaus	Parents-Priority Area 3	Met
50712900000000	Sylvan Union Elementary	Stanislaus	Climate-Priority Area 6	Met
50713240000000	Valley Home Joint Elementary	Stanislaus	Basic-Priority Area 1	Met
50713240000000	Valley Home Joint Elementary	Stanislaus	Academic-Priority Area 2	Met
50713240000000	Valley Home Joint Elementary	Stanislaus	Parents-Priority Area 3	Met
50713240000000	Valley Home Joint Elementary	Stanislaus	Climate-Priority Area 6	Met
50736010000000	Newman-Crows Landing Unified	Stanislaus	Basic-Priority Area 1	Met
50736010000000	Newman-Crows Landing Unified	Stanislaus	Academic-Priority Area 2	Met
